text@ipy1987m	@ipy1987m	426.146	427.337	#смеётся#
text@ipy1987m	@ipy1987m	427.477	427.986	ещё раз
text@ipy1987m	@ipy1987m	429.104	429.351	да
text@ipy1987m	@ipy1987m	430.854	435.545	может быть и подскочит и может быть кого-то и убьёт но те что выживут будут только лучше себя чувствовать
text@ipy1987m	@ipy1987m	440.112	440.806	нет / просто
text@ipy1987m	@ipy1987m	442.655	443.065	ещё раз
text@ipy1987m	@ipy1987m	443.466	447.427	мы кстати могли бы мы почему-то пр... / ты не стал ничего спрашивать про privacy это отдельная интересная тема но /
text@ipy1987m	@ipy1987m	447.649	448.0	эммм
text@ipy1987m	@ipy1987m	448.013	457.847	если эээ серьёзно говорить то / эээ / есть вот этот / эээ / постоянный эээ разговор типа убивает ли людей огнестрельное оружие или люди с огнестрельным оружием
text@ipy1987m	@ipy1987m	458.25	464.524	и занимать и ту и другую позицию на сто процентов довольно странно / потому что если бы у людей не было огнестрельного оружия действительно они убивали бы людей как-то по-другому
text@ipy1987m	@ipy1987m	465.136	471.34	эээ / сп... спору нет /  и развитие технологий иногда даёт такие боковые ветви которые действительно делают мир более опасным
text@ipy1987m	@ipy1987m	471.818	479.638	но / опять же люди умеют самоорганизовываться / у людей есть демократия как способ высказать представление о том как устроен общественный консенсус по тем или иным вопросам
text@ipy1987m	@ipy1987m	479.922	487.539	и люди периодически высказывают и говорят нет слушайте / давайте / вот оружие / только по лицензии только специальным людям или вообще только полицейским / ну в разных странах по-разному
text@ipy1987m	@ipy1987m	488.17	488.416	да
text@ipy1987m	@ipy1987m	488.793	495.901	просто / нам так / в целом спокойнее типа тут принято так а в других местах такие нет / нам спокойнее с оружием / окей / тут принято по-другому
text@ipy1987m	@ipy1987m	496.172	502.201	эээ соответственно с роботами та же самая ситуация / ннн / естественно робототехника используется к примеру в создании вооружений
text@ipy1987m	@ipy1987m	502.818	509.359	и конечно же когда / есть просто / большие объёмы инвестиций которые / повышают обороноспособность страны
text@ipy1987m	@ipy1987m	509.667	512.568	и создают / роботов / для / выполнения боевых задач
text@ipy1987m	@ipy1987m	513.407	518.071	их можно направлять / на какие-то / эээ / цели которое общество считает справедливыми
text@ipy1987m	@ipy1987m	518.763	525.046	и очевидно / считается что это типа правильно и так надо делать / а можно направлять на цели которые / а... общество очевидно считает плохими
text@ipy1987m	@ipy1987m	525.435	530.521	потому что по каким-то причинам я не знаю ф... случилась какая-нибудь захват власти или диктатуры или я не знаю что-то по каким-то причинам
text@ipy1987m	@ipy1987m	530.875	533.751	эээ / люди принимающие решения они не слушают общество
text@ipy1987m	@ipy1987m	534.009	538.082	а можно направлять на какие-то цели которые часть общества считаете правыми а какая-то часть общества не правыми
text@ipy1987m	@ipy1987m	538.418	541.78	это всё время происходит в истории человечества и с искусственным интеллектом это тоже будет
text@ipy1987m	@ipy1987m	542.269	542.655	да
text@ipy1987m	@ipy1987m	542.909	548.817	от любой технологии всегда есть опасность но нужно понимать / что / и у тебя есть опасность и у тебя есть потенциальные / эээ / дивиденды
text@ipy1987m	@ipy1987m	549.573	550.191	иии
text@ipy1987m	@ipy1987m	550.45	553.704	в искусственном интеллекте дивидентов / на порядок больше / чем опасности
text@ipy1987m	@ipy1987m	554.072	562.54	вот это важно / но / очень важно что мы про это говорим потому что важно чтобы в обществе общий уровень представления о том как устроены технологии / общий уровень понимания проблем вокруг технологий
text@ipy1987m	@ipy1987m	563.103	575.309	он должен формироваться и он должен не сильно отставать от самих технологий искусственный интеллект это очень важная тема про которую очень важно говорить на / базовом простом уровне чтобы люди / лучше чувствовали своё отношение к делу / потому что / я / как человек который его разрабатывает / я не знаю как правильно
text@ipy1987m	@ipy1987m	576.039	581.399	и более того я не могу и не вижу смысла на себя принимать это решение / это решение должно быть продуктом общественного консенсуса
text@ipy1987m	@ipy1987m	581.779	588.149	но если общество будет очень сильно вдалеке от представления / эээ людей которые обладают з... экспертизой / то их консенсус будет очень странным
text@ipy1987m	@ipy1987m	588.652	589.508	да / да да
text@ipy1987m	@ipy1987m	590.108	590.752	совершенно верно
text@ipy1987m	@ipy1987m	594.257	594.564	да
text@ipy1987m	@ipy1987m	595.365	597.703	я могу очень коротко это объяснить / у меня есть прям короткое предложение
text@ipy1987m	@ipy1987m	598.565	600.753	искусственный интеллект / это алгоритм который учится на ошибках
text@amm1983m	@amm1983m	0.247	0.513	да
text@amm1983m	@amm1983m	0.575	6.339	что я хочу тебя спросить? когда искусственный интеллект дойдёт до того что он станет полноценным автором и не нужно будет загружать примеры
text@amm1983m	@amm1983m	6.785	7.942	что / всё будет
text@amm1983m	@amm1983m	8.292	9.061	мы будем побеждены
text@amm1983m	@amm1983m	14.118	16.013	нет ты можешь сказать этого никогда не будет и всё / расстались  
text@amm1983m	@amm1983m	24.299	24.598	ага
text@amm1983m	@amm1983m	25.756	27.341	я помню это // да... даже я помню
text@amm1983m	@amm1983m	41.672	41.848	ага
text@amm1983m	@amm1983m	69.649	69.819	ага
text@amm1983m	@amm1983m	175.68	176.518	давай откатим ближе
text@amm1983m	@amm1983m	176.884	177.142	ааа
text@amm1983m	@amm1983m	177.143	180.023	люди перестали разговаривать потому что можно писать / это очень плохо
text@amm1983m	@amm1983m	185.66	185.883	да
text@amm1983m	@amm1983m	189.793	190.178	ужасно
text@amm1983m	@amm1983m	203.005	203.224	ага
text@amm1983m	@amm1983m	266.773	267.0	да-да
text@amm1983m	@amm1983m	267.773	267.906	да
text@amm1983m	@amm1983m	271.955	273.099	а у фламандцев не-а
text@amm1983m	@amm1983m	283.132	283.895	а у других не было
